Tweet,Message,Match,Polarity
1836, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
1837, RT   5  Even in Canada there s no where Toronto  deeps,NONE,neutral
1838, New post last week  Architecture   Marywood University  PA       architecture,NONE,neutral
1839, RT    Activist  Author  amp  Order of Canada recipient Pat Capponi reading    Jami Mosque 9 11  4  2     From Joe Fiorito s poetry book,NONE,neutral
1840, Federal COVID 19 benefits program portal opens today  Here s how to apply,benefits,positive
1841, Our schools  colleges and universities have responded with important strides that make Canada s education system a,important,positive
1842, RT   1951   So far in the COVID 19 pandemic  Scheer has continued his trend of tone deaf political decisions and a complete lack,"deaf,lack",negative
1843, Montana State University still owns almost twice as much land as Idaho does  taken from the Blackfeet  Crow  Salis,NONE,neutral
1844, layton   cressy   I hope our pols with backyards and cars remember t,NONE,neutral
1845, RT   simon  The more I think about this  the more I think the headline is wrong  This is not  due to Coronavirus   This due to the,wrong,negative
1846, RT    Top 10     Sites to learn Excel for free   Sites for Free Online Education   Sites for your career   Sites to review your re,"top,excel,free",positive
1847, RT   Bridges  Congratulations to second year neuroscience and behavior major Samuel Allotey  He recently accepted a fellowship from the S,congratulations,positive
1848, you are charging tenants while your staff is at home and maintenance is not working   FREE RENT NO,free,positive
1849, RT    Toronto Mayor John Tory is asking everyone to celebrate Easter and Passover at home with family and friends they live with,celebrate,positive
1850, RT    From the very first signs that  COVID19 would arrive here in Ontario  we ve been hard at work with our frontline partn,NONE,neutral
1851, RT      We had 3 million masks that were stopped by U S  officials    we were able to get 500 000 N95 masks moving forward that shoul,NONE,neutral
1852, My weekend basement find   a 1961 era radio made in Canada by Westinghouse to coincide with the launch of Toronto r,NONE,neutral
1853, In Jordan  our Gov doesn t provide free University education to most people  and the ones that do get that privileg,free,positive
1854, RT    We re excited to announce that now through August 31  2020  university  amp  college students ages 18  amp  over can have free access to,"excited,free",positive
1855, 4266 Bathurst Street  Apartment  203 Toronto  Ontario  Canada  M3H 4Y7   Monday  Apr,NONE,neutral
1856, Light      tbt Jan 29th Tam  pontificating about racism       1st Cdn cas,racism,negative
1857, Pat Capponi   RIP  Toronto  Sant Mentale  MentalHealth,rip,negative
1858, RT    RCMP investigating four vehicle fire in Moncton as arson   CBC News,NONE,neutral
1859, Canada s problematic PM has no EDUCATION what so ever,problematic,negative
1860, RT   5  Even in Canada there s no where Toronto  deeps,NONE,neutral
1861, RT     TorontoTourism   An Overview Of  Canada  travel  FrizeMedia  Digitalmarketing   via,NONE,neutral
1862, RT      This online education system is a complete flop  University s purpose is to educate not to complete the,NONE,neutral
1863, Canada s top doctor changes recommendation on non medical masks,"top,recommendation",positive
1864, RT    Azhae la Hanson     A sophomore at thee Xavier University of Louisiana   Currently studying elementary education  v,NONE,neutral
1865, Milano   Just to fair and balanced  let s do a little check on  Dr  Jane Sanders,"fair,balanced",positive
1866, RT    Federal COVID 19 benefits program portal opens today  Here s how to apply,benefits,positive
1867, RT    Universities Australia warned that the coronavirus crisis could result in the loss of 16 per cent of the university wor,"warned,crisis,loss",negative
1868, RT    Idea  closing streets to cars so people can safely exercise   especially when so few are on the road right now   shouldn t,"safely,right",positive
1869, RT    Senior Spotlight  Jordan Hill  Position  F M Years played  11 College  Hamline university     To study elementary educ,NONE,neutral
1870, RT    Azhae la Hanson     A sophomore at thee Xavier University of Louisiana   Currently studying elementary education  v,NONE,neutral
1871, RT     Senior Spotlight  Gracie Chapman is the daughter of Jason and Sarah Chapman  Her favorite tennis memory is winning se,"favorite,winning",positive
1872, RT    presentations for UG students of Ayurveda  Unani  Homeopathy  Naturopathy and Yoga streams  They may be accessed at the follow,NONE,neutral
1873, RT      We had 3 million masks that were stopped by U S  officials    we were able to get 500 000 N95 masks moving forward that shoul,NONE,neutral
1874, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
1875, Canada Life Denied Disability Insurance Claim   Kotak Personal Injury Lawyers   Disability Lawyers   Toronto  Missi,"denied,injury",negative
1876, Triage tent set up outside  Etobicoke General Hospital due to  coronavirus cases expected to rise   Ontario  Canada,NONE,neutral
1877, RT    Yes  Humor speaks truth  Go to   for a real education on govt  amp  American History   Teachers Urge Go,humor,positive
1878, RT   5  Even in Canada there s no where Toronto  deeps,NONE,neutral
1879, RT    From the very first signs that  COVID19 would arrive here in Ontario  we ve been hard at work with our frontline partn,NONE,neutral
1880, RT    Funding opportunity  the TELUS Friendly Future Foundation is granting  10M to  COVID19 response across Canada  including pu,friendly,positive
1881, CFP Ending soon  Call for papers for aOS Toronto 2020 is open until 2020 04 15  Where  Toronto  Canada When,NONE,neutral
1882, RT   paint      listening to  earbiscuits and wanting to reach out and thank you for your work  It s a crazy time and,"thank,work",positive
1883, RT    Universities Australia warned that the coronavirus crisis could result in the loss of 16 per cent of the university wor,"warned,crisis,loss",negative
1884, RT    A research report by Bill Marczak and John Scott Railton from the University of Toronto s Citizen Lab highlighted seve,NONE,neutral
1885, A teaching degree shows nothing about an IQ  So my mother has,NONE,neutral
1886, RT    Stressed about home schooling  We ve asked Dr  Sejal Patel  early childhood researcher at    and mom of two,NONE,neutral
1887, What the hell is wrong with you at a Toronto Star  Why do you insist on,"hell,wrong",negative
1888, RT    Even tho you go to Canada you ll find out that there s no where Toronto,NONE,neutral
1889, pem pem My dad taught at University from 1960 to 1989 when he passed away from cancer  He did some research on ca,cancer,negative
1890, RT    Stanford University Announces Code in Place  Coding education in the time of Covid 19  It s Free    Register here,free,positive
1891, RT    NEW  Extra ventilators arrive in Ontario hospital ICUs to aid  COVID19 patients    has learned,NONE,neutral
1892, RT      LOT of 2   Vintage 1955  Journal of Business Education World University magazine print ads 1958 College schools old acco,NONE,neutral
1893, Okay  so would someone with an Ed D be competitive for a professorship,competitive,positive
1894, RT    In a time of crisis  Dean   Boynton reflects on business education and realizes that its place at a liberal arts u,crisis,negative
1895, given lots of advice  tips  handbooks and some old notes to help me with my Higher Education Diploma in Nursing com,NONE,neutral
1896, RT   1951   So far in the COVID 19 pandemic  Scheer has continued his trend of tone deaf political decisions and a complete lack,"deaf,lack",negative
1897, RT    Quinte Adult Education programs are FREE for adults in Ontario who are 18  yrs   College and University prerequisite cou,free,positive
1898, RT     BT21  FunkoPOP Vinyl Figures    20 w o shipping  Toronto   CANADA   DM for inquiries   CAD PayPal  BTS  BANGTAN         ARM,NONE,neutral
1899, RT   Andrews ASI  ASI is offering free business building videos and webinars through ASI University with tips and strategies designed to,free,positive
1900, RT    Universities Australia warned that the coronavirus crisis could result in the loss of 16 per cent of the university wor,"warned,crisis,loss",negative
1901, RT     Hello i m Davon Stephens a Graduate Student at Virginia State University obtaining my Master s in Counselors Education,master,positive
1902, 311212131    col  Bert Ernie needs weed   Toronto s gone Dr  Y  Idea ya   black his story   penthouse   How s THC b,weed,negative
